ID,Image Path,Copyright Status,Watermark Status,Exif Status,AI,Authentic
0,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_1.jpg,Medium Risk,With watermark,No Exif Data,99.84508752822876,0.15490499790757895
1,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_10.jpg,Medium Risk,With watermark,No Exif Data,99.77953433990479,0.22047134116292
2,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_100.jpg,Medium Risk,With watermark,No Exif Data,0.246130907908082,99.7538685798645
3,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_101.jpg,Medium Risk,With watermark,No Exif Data,98.76612424850464,1.2338767759501934
4,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_102.jpg,Medium Risk,With watermark,No Exif Data,96.20839357376099,3.791606053709984
5,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_103.jpg,Medium Risk,With watermark,No Exif Data,0.069264171179384,99.930739402771
6,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_104.jpg,Medium Risk,With watermark,No Exif Data,0.0017689491869532503,99.99823570251465
7,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_105.jpg,Medium Risk,With watermark,No Exif Data,0.0005383723419072339,99.99946355819702
8,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_106.jpg,Medium Risk,With watermark,No Exif Data,0.00013612383327199495,99.9998688697815
9,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_107.jpg,Medium Risk,With watermark,No Exif Data,0.0018936883861897513,99.99810457229614
10,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_108.jpg,Medium Risk,With watermark,No Exif Data,0.49293688498437405,99.50706958770752
11,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_109.jpg,Medium Risk,With watermark,No Exif Data,14.8884117603302,85.11158227920532
12,../../../../dataset/fraud/evaluation-dataset/copyright/watermark/text_watermark/watermarked_image_11.jpg,Medium Risk,Clean,No Exif Data,99.99548196792603,0.004514346073847264
