ID,Image Path,Copyright Status,Watermark Status,Exif Status,AI,Authentic
0,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A1.1.jpg,Medium Risk,With watermark,No Exif Data,49.586495757102966,50.413501262664795
1,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A1.2.jpg,Medium Risk,With watermark,No Exif Data,91.92940592765808,8.070594072341919
2,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A1.3.jpg,Medium Risk,With watermark,No Exif Data,1.1064659804105759,98.89352917671204
3,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A1.4.jpg,Medium Risk,With watermark,No Exif Data,0.000393415211874526,99.99960660934448
4,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A1.5.jpg,Medium Risk,With watermark,No Exif Data,0.009835670789470896,99.99016523361206
5,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A10.1.jpg,Medium Risk,Clean,No Exif Data,4.592473432421684,95.40753364562988
6,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A10.2.jpg,Medium Risk,Clean,No Exif Data,96.93068265914917,3.0693206936120987
7,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A10.3.jpg,Medium Risk,Clean,No Exif Data,97.32087850570679,2.679118327796459
8,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A10.4.jpg,Medium Risk,Clean,No Exif Data,97.49541878700256,2.5045888498425484
9,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\copyright\exif\A10.5.jpg,Medium Risk,Clean,No Exif Data,92.95811057090759,7.04188272356987
