ID,Image Path,Copyright Status,Watermark Status,Exif Status,AI,Authentic
0,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b018.jpg,Medium Risk,Clean,No Exif Data,99.69831109046936,0.30168809462338686
1,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b1.jpg,Medium Risk,Clean,No Exif Data,99.99706745147705,0.0029271815947140567
2,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b10.jpg,Medium Risk,Clean,No Exif Data,100.0,3.6215951126905566e-06
3,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b100.jpg,Medium Risk,Clean,No Exif Data,99.99996423721313,3.5367273198971816e-05
4,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b1000.jpg,Medium Risk,Clean,No Exif Data,99.99957084655762,0.0004260724836058216
5,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b101.jpg,Medium Risk,Clean,No Exif Data,99.99988079071045,0.00012004459222225705
6,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b102.jpg,Medium Risk,With watermark,No Exif Data,99.99959468841553,0.00040883273868530523
7,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b103.jpg,Medium Risk,Clean,No Exif Data,100.0,3.696433825695067e-07
8,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b104.jpg,Medium Risk,Clean,No Exif Data,100.0,1.2594679743571646e-07
9,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b105.jpg,Medium Risk,Clean,No Exif Data,99.99505281448364,0.004942085070069879
10,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b106.jpg,Medium Risk,Clean,No Exif Data,99.99959468841553,0.0004069767783221323
11,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b107.jpg,Medium Risk,Clean,No Exif Data,99.97736811637878,0.02263292553834617
12,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b108.jpg,Medium Risk,Clean,No Exif Data,99.99998807907104,7.991103956328516e-06
13,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b109.jpg,Medium Risk,Clean,No Exif Data,99.99980926513672,0.0001856022436186322
14,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b11.jpg,Medium Risk,Clean,No Exif Data,99.99614953994751,0.0038534668419742957
15,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b110.jpg,Medium Risk,Clean,No Exif Data,99.99809265136719,0.0019099534256383777
16,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b111.jpg,Medium Risk,Clean,No Exif Data,91.76067113876343,8.239328861236572
17,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b112.jpg,Medium Risk,Clean,No Exif Data,99.99871253967285,0.0012932951904076617
18,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b113.jpg,Medium Risk,Clean,No Exif Data,99.99997615814209,2.5499974753984134e-05
19,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b114.jpg,Medium Risk,Clean,No Exif Data,100.0,6.480381120610446e-07
20,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b115.jpg,Medium Risk,Clean,No Exif Data,100.0,4.146959164952335e-08
21,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b116.jpg,Medium Risk,Clean,No Exif Data,99.95666146278381,0.04333940742071718
22,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b117.jpg,Medium Risk,Clean,No Exif Data,100.0,3.3249061837103966e-08
23,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b118.jpg,Medium Risk,Clean,No Exif Data,99.97007846832275,0.02992478257510811
24,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b119.jpg,Medium Risk,Clean,No Exif Data,99.99998807907104,7.397119361485238e-06
25,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b12.jpg,Medium Risk,Clean,No Exif Data,100.0,6.168815236406999e-07
26,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b120.jpg,Medium Risk,Clean,No Exif Data,99.99998807907104,1.424529898486071e-05
27,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b121.jpg,Medium Risk,Clean,No Exif Data,99.99992847442627,7.416940661642002e-05
28,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b122.jpg,Medium Risk,Clean,No Exif Data,94.16527152061462,5.834721401333809
29,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b123.jpg,Medium Risk,Clean,No Exif Data,100.0,4.821562038515026e-08
30,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b124.jpg,Medium Risk,Clean,No Exif Data,100.0,9.584267823825598e-08
31,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b125.jpg,Medium Risk,Clean,No Exif Data,99.996817111969,0.003179357372573577
32,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b126.jpg,Medium Risk,Clean,No Exif Data,100.0,2.100989604514325e-06
33,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b127.jpg,Medium Risk,Clean,No Exif Data,99.87336993217468,0.12663069646805525
34,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b128.jpg,Medium Risk,Clean,No Exif Data,99.99998807907104,1.6620521137156175e-05
35,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b129.jpg,Medium Risk,Clean,No Exif Data,99.99958276748657,0.0004209845428704284
36,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b13.jpg,Medium Risk,Clean,No Exif Data,99.97510313987732,0.024900236167013645
37,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b130.jpg,Medium Risk,Clean,No Exif Data,99.99990463256836,9.106413472181885e-05
38,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b131.jpg,Medium Risk,Clean,No Exif Data,100.0,1.010128092282514e-08
39,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b132.jpg,Medium Risk,Clean,No Exif Data,98.98467659950256,1.0153203271329403
40,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b133.jpg,Medium Risk,Clean,No Exif Data,100.0,2.608283367067088e-06
41,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b134.jpg,Medium Risk,Clean,No Exif Data,100.0,2.844097757304098e-06
42,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b135.jpg,Medium Risk,Clean,No Exif Data,100.0,3.38771415434036e-10
43,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b136.jpg,Medium Risk,Clean,No Exif Data,99.99301433563232,0.006980849138926715
44,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b137.jpg,Medium Risk,Clean,No Exif Data,100.0,1.9015482244366666e-08
45,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b138.jpg,Medium Risk,Clean,No Exif Data,100.0,2.5683621895922215e-08
46,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b139.jpg,Medium Risk,Clean,No Exif Data,99.97984766960144,0.02015374629991129
47,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b14.jpg,Medium Risk,Clean,No Exif Data,96.66026830673218,3.339729458093643
48,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b140.jpg,Medium Risk,Clean,No Exif Data,99.99997615814209,2.751187082594697e-05
49,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b141.jpg,Medium Risk,Clean,No Exif Data,100.0,1.6852455431148883e-06
50,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b142.jpg,Medium Risk,Clean,No Exif Data,99.99998807907104,9.374764431413496e-06
51,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b143.jpg,Medium Risk,Clean,No Exif Data,99.99995231628418,5.213923373048601e-05
52,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b144.jpg,Medium Risk,Clean,No Exif Data,100.0,2.248175201557956e-07
53,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b145.jpg,Medium Risk,Clean,No Exif Data,99.99992847442627,6.829443464084761e-05
54,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b146.jpg,Medium Risk,Clean,No Exif Data,99.95150566101074,0.04849362303502858
55,C:\Users\lenovo\OneDrive\Documents\PROJECTS\ALT\Real-Estate-Image-Matching\dataset\evaluation-dataset\AI\b147.jpg,Medium Risk,Clean,No Exif Data,99.9992847442627,0.000713786266715033
